,b'1993ah\t0.028488\t3',b'28\t0.223905932998\t0.128418942246'
521,0.781,0.321348684213
522,0.613,0.260214469673
523,0.278,0.198452987813
524,0.477,0.183599933891
525,0.95,0.297754710705
526,1.057,0.238584685235
527,0.816,0.457863421823
528,0.455,0.229627540013
529,1.02,0.220963762065
530,1.14,0.228701029542
531,0.854,0.225569905838
532,1.37,0.262748449529
533,0.975,0.21278060312
534,0.97,0.291454456047
535,0.74,0.198402487067
536,1.39,0.250631965185
537,0.46,0.210095497723
538,1.02,0.232339527378
539,1.12,0.224079094547
540,1.23,0.235028400564
541,1.19,0.247108113742
542,0.839,0.222124147444
543,1.01,0.33374861699
544,0.521,0.199332155448
545,0.475,0.255958316646
546,0.95,0.235845124417
547,1.3,0.242719167821
548,1.305,0.25954011501
549,0.216,0.244099860655
550,0.735,0.200575809439
551,1.14,0.368403293803
552,1.307,0.314696709568
553,1.265,0.235469959716
554,0.67,0.209654285426
555,0.64,0.280114332269
556,1.34,0.275015093127
557,0.84,0.208697053243
558,0.935,0.227616538358
559,0.953,0.954717441018
560,1.124,0.197263047621
561,0.552,0.103414502954
562,0.671,0.12054552758
563,0.511,0.0890617545983
564,1.03,0.141254202601
565,1.192,0.200258071902
566,1.092,0.246511864633
567,0.974,0.174238940337
568,1.11,0.447832632795
569,1.35,0.185705412075
570,0.85,0.171796430655
571,1.241,0.478371053196
572,1.414,0.346181483252
573,1.188,0.500544949291
574,1.017,0.171046154322
575,1.315,0.187508839367
576,0.821,0.194013591972
577,1.215,0.560317445151
578,0.623,0.241428134977
